,Eye Detection,Time
550,Blinking,2025-02-23 14:26:10.993733
551,Blinking,2025-02-23 14:26:10.993733
552,Blinking,2025-02-23 14:26:10.993733
553,Blinking,2025-02-23 14:26:10.993733
554,Blinking,2025-02-23 14:26:10.993733
555,Blinking,2025-02-23 14:26:10.993733
556,Blinking,2025-02-23 14:26:10.993733
557,Blinking,2025-02-23 14:26:10.993733
558,Blinking,2025-02-23 14:26:10.993733
559,Blinking,2025-02-23 14:26:10.993733
560,Blinking,2025-02-23 14:26:10.993733
561,Blinking,2025-02-23 14:26:10.993733
562,Blinking,2025-02-23 14:26:10.993733
563,Blinking,2025-02-23 14:26:10.993733
564,Blinking,2025-02-23 14:26:10.993733
565,Blinking,2025-02-23 14:26:10.993733
566,Blinking,2025-02-23 14:26:10.993733
567,Blinking,2025-02-23 14:26:10.993733
568,Blinking,2025-02-23 14:26:10.993733
569,Blinking,2025-02-23 14:26:10.993733
570,Blinking,2025-02-23 14:26:10.993733
571,Blinking,2025-02-23 14:26:10.993733
572,Blinking,2025-02-23 14:26:10.993733
573,Blinking,2025-02-23 14:26:10.993733
574,Blinking,2025-02-23 14:26:10.993733
575,Blinking,2025-02-23 14:26:10.993733
576,Blinking,2025-02-23 14:26:10.993733
577,Blinking,2025-02-23 14:26:10.993733
578,Blinking,2025-02-23 14:26:10.993733
579,Blinking,2025-02-23 14:26:10.993733
580,Blinking,2025-02-23 14:26:10.993733
581,Blinking,2025-02-23 14:26:10.993733
582,Blinking,2025-02-23 14:26:10.993733
583,Blinking,2025-02-23 14:26:10.993733
584,Blinking,2025-02-23 14:26:10.993733
585,Blinking,2025-02-23 14:26:10.993733
586,Blinking,2025-02-23 14:26:10.993733
587,Blinking,2025-02-23 14:26:10.993733
588,Blinking,2025-02-23 14:26:10.993733
589,Blinking,2025-02-23 14:26:10.993733
590,Blinking,2025-02-23 14:26:10.993733
591,Blinking,2025-02-23 14:26:10.993733
592,Blinking,2025-02-23 14:26:10.993733
593,Blinking,2025-02-23 14:26:10.993733
594,Blinking,2025-02-23 14:26:10.993733
595,Blinking,2025-02-23 14:26:10.993733
596,Blinking,2025-02-23 14:26:10.993733
597,Blinking,2025-02-23 14:26:10.993733
598,Blinking,2025-02-23 14:26:10.993733
599,Blinking,2025-02-23 14:26:10.993733
600,Blinking,2025-02-23 14:26:10.993733
601,Blinking,2025-02-23 14:26:10.993733
602,Blinking,2025-02-23 14:26:10.993733
603,Blinking,2025-02-23 14:26:10.993733
