Emotion Detection,Time
non stress,13:52:48
non stress,13:52:49
non stress,13:52:49
non stress,13:52:49
non stress,13:52:49
non stress,13:52:49
non stress,13:52:49
non stress,13:52:49
non stress,13:52:49
non stress,13:52:49
non stress,13:52:50
high stress,13:52:50
non stress,13:52:50
non stress,13:52:50
non stress,13:52:50
high stress,13:52:50
non stress,13:52:50
non stress,13:52:50
high stress,13:52:50
high stress,13:52:51
high stress,13:52:51
high stress,13:52:51
high stress,13:52:51
non stress,13:52:51
non stress,13:52:51
non stress,13:52:51
non stress,13:52:51
non stress,13:52:51
non stress,13:52:51
non stress,13:52:52
non stress,13:52:52
non stress,13:52:52
non stress,13:52:52
non stress,13:52:52
non stress,13:52:52
non stress,13:52:52
high stress,13:52:52
non stress,13:52:52
non stress,13:52:52
non stress,13:52:52
non stress,13:52:53
non stress,13:52:53
non stress,13:52:53
non stress,13:52:53
non stress,13:52:53
non stress,13:52:53
non stress,13:52:53
high stress,13:52:53
non stress,13:52:53
high stress,13:52:53
non stress,13:52:54
non stress,13:52:54
non stress,13:52:54
non stress,13:52:54
non stress,13:52:54
non stress,13:52:54
high stress,13:52:54
high stress,13:52:54
non stress,13:52:54
non stress,13:52:54
non stress,13:52:54
non stress,13:52:55
non stress,13:52:55
non stress,13:52:55
non stress,13:52:55
non stress,13:52:55
non stress,13:52:55
non stress,13:52:55
high stress,13:52:55
non stress,13:52:55
non stress,13:52:55
non stress,13:52:56
non stress,13:52:56
non stress,13:52:56
non stress,13:52:56
non stress,13:52:56
non stress,13:52:56
non stress,13:52:56
non stress,13:52:56
non stress,13:52:56
non stress,13:52:56
high stress,13:52:56
non stress,13:52:57
non stress,13:52:57
non stress,13:52:57
non stress,13:52:57
high stress,13:52:57
non stress,13:52:57
high stress,13:52:57
high stress,13:52:57
high stress,13:52:57
non stress,13:52:57
non stress,13:52:57
non stress,13:52:57
high stress,13:52:58
non stress,13:52:58
high stress,13:52:58
non stress,13:52:58
high stress,13:52:58
non stress,13:52:58
high stress,13:52:58
non stress,13:52:58
high stress,13:52:58
non stress,13:52:58
high stress,13:52:58
high stress,13:52:58
high stress,13:52:59
high stress,13:52:59
high stress,13:52:59
high stress,13:52:59
high stress,13:52:59
high stress,13:52:59
high stress,13:52:59
non stress,13:52:59
high stress,13:52:59
high stress,13:52:59
non stress,13:52:59
high stress,13:52:59
high stress,13:53:00
high stress,13:53:00
high stress,13:53:00
non stress,13:53:00
high stress,13:53:00
high stress,13:53:00
high stress,13:53:00
high stress,13:53:00
non stress,13:53:01
high stress,13:53:01
high stress,13:53:02
non stress,13:53:02
non stress,13:53:02
non stress,13:53:02
non stress,13:53:02
non stress,13:53:02
non stress,13:53:02
non stress,13:53:02
non stress,13:53:02
non stress,13:53:02
non stress,13:53:02
non stress,13:53:03
high stress,13:53:03
non stress,13:53:03
non stress,13:53:03
non stress,13:53:03
non stress,13:53:03
non stress,13:53:03
high stress,13:53:03
non stress,13:53:03
non stress,13:53:03
non stress,13:53:04
non stress,13:53:04
non stress,13:53:04
non stress,13:53:04
non stress,13:53:04
high stress,13:53:04
high stress,13:53:04
high stress,13:53:04
non stress,13:53:04
non stress,13:53:04
non stress,13:53:04
non stress,13:53:05
non stress,13:53:05
non stress,13:53:05
non stress,13:53:05
high stress,13:53:05
non stress,13:53:05
non stress,13:53:05
non stress,13:53:05
non stress,13:53:05
non stress,13:53:05
non stress,13:53:05
non stress,13:53:06
non stress,13:53:06
non stress,13:53:06
non stress,13:53:06
non stress,13:53:06
non stress,13:53:06
high stress,13:53:06
