Emotion Detection,Time
happy,2025-07-17 14:01:47
happy,2025-07-17 14:01:47
fear,2025-07-17 14:01:47
fear,2025-07-17 14:01:47
angry,2025-07-17 14:01:47
happy,2025-07-17 14:01:47
sad,2025-07-17 14:01:48
angry,2025-07-17 14:01:48
angry,2025-07-17 14:01:48
angry,2025-07-17 14:01:48
fear,2025-07-17 14:01:48
angry,2025-07-17 14:01:48
sad,2025-07-17 14:01:49
sad,2025-07-17 14:01:50
fear,2025-07-17 14:01:50
sad,2025-07-17 14:01:50
sad,2025-07-17 14:01:50
fear,2025-07-17 14:01:51
fear,2025-07-17 14:01:51
fear,2025-07-17 14:01:51
sad,2025-07-17 14:01:51
sad,2025-07-17 14:01:51
sad,2025-07-17 14:01:51
sad,2025-07-17 14:01:51
sad,2025-07-17 14:01:51
neutral,2025-07-17 14:01:51
sad,2025-07-17 14:01:51
sad,2025-07-17 14:01:51
neutral,2025-07-17 14:01:51
neutral,2025-07-17 14:01:51
sad,2025-07-17 14:01:51
neutral,2025-07-17 14:01:52
sad,2025-07-17 14:01:52
sad,2025-07-17 14:01:52
sad,2025-07-17 14:01:52
sad,2025-07-17 14:01:52
neutral,2025-07-17 14:01:52
happy,2025-07-17 14:01:52
happy,2025-07-17 14:01:52
sad,2025-07-17 14:01:53
sad,2025-07-17 14:01:53
neutral,2025-07-17 14:01:53
neutral,2025-07-17 14:01:53
angry,2025-07-17 14:01:54
angry,2025-07-17 14:01:54
angry,2025-07-17 14:01:54
angry,2025-07-17 14:01:54
neutral,2025-07-17 14:01:54
sad,2025-07-17 14:01:54
neutral,2025-07-17 14:01:54
neutral,2025-07-17 14:01:54
sad,2025-07-17 14:01:54
neutral,2025-07-17 14:01:55
neutral,2025-07-17 14:01:55
neutral,2025-07-17 14:01:55
neutral,2025-07-17 14:01:55
sad,2025-07-17 14:01:55
sad,2025-07-17 14:01:55
neutral,2025-07-17 14:01:55
sad,2025-07-17 14:01:55
sad,2025-07-17 14:01:55
neutral,2025-07-17 14:01:55
neutral,2025-07-17 14:01:55
neutral,2025-07-17 14:01:55
neutral,2025-07-17 14:01:56
sad,2025-07-17 14:01:56
neutral,2025-07-17 14:01:56
neutral,2025-07-17 14:01:56
sad,2025-07-17 14:01:56
sad,2025-07-17 14:01:56
sad,2025-07-17 14:01:56
neutral,2025-07-17 14:01:57
neutral,2025-07-17 14:01:57
neutral,2025-07-17 14:01:57
sad,2025-07-17 14:01:57
neutral,2025-07-17 14:01:57
neutral,2025-07-17 14:01:57
neutral,2025-07-17 14:01:57
neutral,2025-07-17 14:01:57
sad,2025-07-17 14:01:57
sad,2025-07-17 14:01:57
sad,2025-07-17 14:01:57
sad,2025-07-17 14:01:57
sad,2025-07-17 14:01:58
neutral,2025-07-17 14:01:58
sad,2025-07-17 14:01:58
sad,2025-07-17 14:01:58
sad,2025-07-17 14:01:58
sad,2025-07-17 14:01:58
sad,2025-07-17 14:01:58
neutral,2025-07-17 14:01:58
neutral,2025-07-17 14:01:58
neutral,2025-07-17 14:01:58
sad,2025-07-17 14:01:58
happy,2025-07-17 14:01:59
neutral,2025-07-17 14:02:00
neutral,2025-07-17 14:02:00
happy,2025-07-17 14:02:00
sad,2025-07-17 14:02:00
sad,2025-07-17 14:02:00
neutral,2025-07-17 14:02:00
happy,2025-07-17 14:02:00
neutral,2025-07-17 14:02:00
sad,2025-07-17 14:02:00
happy,2025-07-17 14:02:01
neutral,2025-07-17 14:02:01
sad,2025-07-17 14:02:01
neutral,2025-07-17 14:02:01
sad,2025-07-17 14:02:01
sad,2025-07-17 14:02:01
sad,2025-07-17 14:02:01
